Diện tích (m2),Số phòng ngủ,Số phòng tắm,Năm xây dựng,Vị trí (Mã vùng),Giá bán (VNĐ)
271,1,1,1951,55126,717370040
208,4,3,1962,55111,959162423
248,5,1,1994,55123,645071738
111,3,1,2021,55156,621793430
121,1,3,1992,55123,400779655
204,5,3,2021,55126,1027430868
268,5,1,2003,55199,733547220
289,2,1,2023,55111,884395231
192,3,1,1980,55107,860147920
77,1,1,1958,55111,301918837
145,2,2,2022,55110,670803300
254,2,1,1997,55123,504204375
176,4,2,1967,55123,635685457
92,5,3,1960,55107,812590730
42,1,2,2011,55123,545537083
218,1,3,1968,55123,608591610
237,1,2,2023,55156,837033417
143,2,3,1973,55109,739498649
51,4,1,1962,55199,763188142
243,3,2,1995,55199,580937093
200,2,2,2002,55107,615720434
83,3,3,1978,55107,587184022
155,4,3,1985,55110,702669033
233,5,2,2020,55106,676654948
223,1,3,1966,55111,416754075
198,3,1,1997,55106,576136143
181,2,2,1973,55126,434400395
64,3,1,2003,55106,513457721
213,5,2,1950,55107,760967290
86,1,1,2016,55109,663568164
251,3,2,1955,55110,701029185
192,5,3,2004,55156,601936740
48,2,2,1987,55106,425745014
293,4,1,1982,55110,938519698
142,2,2,1957,55156,736297115
59,1,1,1969,55156,478693440
164,2,1,2004,55109,720721002
96,2,1,1997,55110,710662683
94,2,3,2005,55199,760002993
54,2,2,1959,55156,641913567
66,1,1,2001,55109,494498440
30,5,3,1999,55160,570070659
66,3,1,1983,55123,511824055
170,4,2,1985,55199,894211820
261,3,3,2010,55160,607733992
165,3,1,1965,55110,752671234
217,4,1,1967,55160,861068655
157,1,1,2020,55106,578575637
230,4,2,1996,55126,572515559
156,1,3,1981,55160,534186169
286,3,3,1992,55106,703092774
193,1,3,1989,55160,598446008
64,5,1,2014,55111,456062070
223,4,3,1984,55109,823266736
220,5,1,2018,55107,898560879
133,3,2,1999,55110,688754868
52,4,3,1961,55111,478267221
294,3,1,2007,55106,556063345
289,5,3,2012,55111,1092173999
104,3,3,2022,55111,674371886
101,4,2,1998,55126,543179388
288,4,3,1985,55107,737306852
217,3,2,2003,55156,785644326
202,4,3,1996,55123,947940988
74,4,3,1981,55111,852031770
90,3,3,2002,55199,744214139
112,5,3,1981,55111,528116718
152,4,3,2011,55126,900448752
45,4,3,1986,55123,601084777
95,4,2,1987,55111,620598131
174,4,2,1979,55123,790322140
191,3,1,2007,55123,633253672
263,5,3,1981,55199,709484143
173,5,2,2015,55107,739922391
217,1,3,2000,55106,465502018
42,4,3,1960,55126,610185205
213,4,2,2008,55123,924106888
140,1,3,1969,55109,713613718
244,5,2,1986,55109,983554438
149,2,2,2022,55123,786019390
84,2,1,1998,55106,479473373
56,5,1,1968,55123,597318860
147,4,1,2004,55156,786616849
250,2,1,1989,55110,512508638
260,3,3,1956,55109,991505557
82,3,3,1954,55109,487943245
262,1,1,1991,55156,700830033
187,5,2,1997,55156,776773026
298,5,2,1956,55123,944622608
50,2,2,1960,55111,354367582
82,4,2,2022,55111,646266484
243,5,3,1998,55126,1042724195
60,2,2,1979,55126,506191166
212,2,2,1990,55160,546603548
52,5,1,1952,55160,695836091
61,2,2,1989,55123,355208823
103,1,3,2000,55109,682228967
39,1,2,1981,55156,435305056
83,5,2,1997,55110,749880088
81,4,3,2020,55106,423757647
177,1,1,2020,55126,560310712
189,1,3,1969,55109,701936929
43,5,1,1984,55109,641783553
207,3,2,1973,55107,905683239
82,2,1,1989,55107,297461419
51,1,1,2001,55156,520841770
59,3,1,1988,55109,364388325
220,4,2,2017,55123,553695291
289,3,1,2010,55107,930597073
234,5,1,2014,55156,664860164
88,4,2,2011,55160,576910446
293,4,3,1951,55107,992474087
41,3,3,1955,55199,589721541
148,5,3,2024,55109,789183435
277,1,2,1992,55199,717727666
156,3,2,1989,55156,860227851
104,1,3,1988,55109,536712648
233,3,1,1977,55106,884041143
78,1,3,2012,55160,355271829
108,3,2,2013,55106,600001328
270,4,1,1961,55199,884823601
183,2,1,1990,55107,492943503
125,4,2,1978,55106,569210307
243,1,1,1972,55123,460942065
238,5,3,2000,55126,771924482
117,4,2,1994,55199,858034767
293,2,2,1971,55123,697135671
186,1,2,1959,55156,780826920
185,4,2,1956,55123,693085093
168,3,1,2022,55110,493862339
150,5,2,1964,55107,657238970
94,1,2,1995,55160,603694593
136,4,1,2010,55110,752352118
176,1,2,2010,55106,636853322
166,3,1,2000,55107,836588262
191,2,1,1987,55111,694772920
129,4,2,1961,55123,483058980
170,1,3,2015,55109,570667673
112,1,2,2003,55106,539310979
206,1,3,1988,55106,772237273
227,2,1,1988,55107,619201957
141,1,3,1979,55156,608483585
85,5,2,1997,55156,511206863
208,5,2,1980,55156,838231931
215,1,3,1974,55123,778802296
247,5,2,2017,55199,704280406
246,4,3,2000,55199,687518742
149,5,1,1962,55126,801924492
204,1,3,2012,55160,567202022
52,3,3,1991,55156,379277080
242,4,3,2003,55110,958932665
264,2,3,2016,55106,871159844
42,1,1,2005,55199,363178672
130,2,1,1968,55123,494738252
53,3,1,1995,55156,641189454
40,2,3,1964,55123,561489051
123,1,1,1981,55126,305132290
230,1,2,1998,55107,482731011
50,3,1,1970,55123,479550510
240,1,3,2014,55126,589980977
169,3,2,2019,55160,496605435
130,3,3,1976,55156,683785917
57,1,2,1972,55109,655112962
70,5,3,1996,55156,553696102
175,3,3,1961,55126,875339655
285,1,2,2015,55126,563431402
256,5,1,1954,55110,882360536
265,3,2,1958,55107,562312757
42,5,2,1969,55126,817611961
239,4,2,2012,55109,722480040
258,4,2,2021,55106,873064627
129,5,2,2022,55126,691425291
60,3,3,2020,55156,387076036
45,1,3,1979,55109,503346669
166,2,1,1965,55106,694840088
195,1,1,1954,55106,662849880
129,2,2,1978,55109,550537784
138,2,1,1996,55160,347291452
202,3,1,1971,55160,532191246
266,5,2,2006,55109,638334185
191,1,3,1984,55107,542309401
245,5,3,2009,55160,893969471
293,4,1,2019,55107,980285833
292,3,3,2009,55107,971845847
32,3,3,2007,55123,535518620
57,4,1,1952,55199,697426692
178,1,2,1983,55199,427490093
57,4,1,1994,55110,401573232
94,1,1,1999,55109,511106603
50,2,1,1951,55160,625330504
281,3,2,1964,55126,578285529
264,1,2,1986,55109,654415512
256,5,2,1964,55107,759063330
42,5,2,2009,55111,425567267
78,3,1,2013,55126,578554253
147,4,3,2001,55160,851886327
83,4,1,1972,55126,771683141
167,1,2,1986,55199,517086175
82,4,3,1990,55109,839861657
73,3,1,2006,55109,478896462
82,1,3,1974,55110,418218928
103,2,2,1986,55156,688661623
75,4,3,1989,55107,819134180
42,4,3,1995,55123,679951868
194,1,2,2009,55126,424068276
131,5,3,1968,55106,938749945
287,4,1,1958,55110,690183204
167,3,3,2018,55110,569694738
192,4,1,1954,55156,784570659
140,2,3,1975,55199,794122852
131,4,3,1968,55107,883596490
46,5,2,1979,55156,694921370
297,4,2,1997,55110,960824769
211,1,1,1965,55111,775184213
53,4,2,2020,55106,559012609
58,5,2,1967,55123,512174443
200,1,2,2005,55107,718614895
257,3,2,1970,55123,919819600
217,1,2,1980,55111,413278285
259,2,1,1950,55160,478145990
148,1,1,1952,55111,651940046
185,3,2,1974,55160,628225565
204,4,2,1957,55199,859342567
133,1,1,2014,55126,305619841
121,1,3,2011,55107,611231058
215,1,1,1956,55107,747599424
210,1,3,1956,55123,562685214
199,3,2,1957,55110,465715775
216,5,2,1968,55126,1024933110
204,5,1,1966,55156,679393539
251,1,2,1960,55199,411996442
262,3,3,1998,55123,945737017
191,3,3,1960,55107,633739252
163,1,1,1990,55123,515011352
253,2,3,2011,55111,564371477
182,1,1,2001,55107,443246122
62,2,1,2015,55110,494957769
84,1,3,2017,55156,662293600
36,2,3,2024,55109,408458032
273,2,3,2016,55106,801606063
155,1,3,1989,55160,574565291
41,2,3,1954,55160,502740347
45,4,3,1971,55123,641733917
237,5,3,1986,55160,1004808733
72,3,2,1960,55123,725805967
164,2,1,1993,55126,496029392
257,2,1,2002,55199,876116898
140,3,3,2010,55109,785877563
189,2,1,2016,55126,818359985
293,3,3,1962,55126,980301934
254,1,2,1960,55123,601531534
246,4,1,1960,55111,899596222
74,4,1,1956,55109,586850415
243,5,2,1966,55107,771651547
88,2,2,1997,55156,733139987
161,5,2,1963,55110,596081952
133,1,1,2012,55156,331364222
224,4,1,2013,55107,853576227
186,1,2,2024,55107,794457084
127,1,2,2014,55126,678941772
255,2,2,1983,55109,537184125
234,1,2,1958,55199,503800131
108,4,2,1986,55107,571726614
153,5,3,1979,55160,804446087
247,4,2,1990,55107,912263756
33,2,3,1994,55107,618037143
119,4,1,1996,55110,522696167
133,3,1,1956,55199,662409133
148,5,3,1963,55110,691894267
162,3,2,1997,55123,871213661
125,3,1,1955,55199,410563544
172,2,2,1983,55111,547695712
57,1,2,1995,55106,453811720
262,3,3,2008,55106,596491929
46,4,1,2019,55106,721622679
88,1,1,1957,55160,402522080
119,4,3,1973,55107,521610136
228,4,2,2016,55123,914463091
55,1,2,1953,55123,329219982
54,1,1,1950,55156,385738728
296,4,3,1983,55156,862399215
210,2,3,1958,55123,684923952
97,5,2,2012,55126,773421395
78,5,2,1959,55107,586636843
204,2,3,1959,55109,847041039
81,1,1,1999,55106,227671227
131,4,2,1993,55109,660922836
245,5,3,1997,55199,954669518
217,4,3,1955,55123,596475110
86,2,3,1973,55123,738634665
76,4,1,2007,55126,429506492
188,2,2,2013,55107,472287875
203,1,2,2005,55199,387597143
271,2,2,1961,55106,571437762
270,2,1,1984,55106,472271601
34,5,2,2020,55109,808463360
113,4,2,1955,55160,502034077
277,5,2,2014,55111,682616693
83,3,2,2009,55107,574442257
190,2,1,2017,55107,529061386
255,3,3,1978,55160,979341417
44,5,3,1987,55160,652322179
253,4,2,1971,55106,669180888
90,5,2,1957,55106,459697699
151,4,2,2012,55156,509567487
75,4,1,1962,55123,467763516
91,1,2,1976,55199,642943595
115,2,1,1967,55110,540908263
239,5,2,1967,55110,987780460
107,4,2,2011,55111,746909639
231,5,3,1963,55111,1049915234
252,5,2,1960,55199,734747819
251,4,1,1966,55109,644854865
32,3,3,2000,55106,401313966
35,2,1,1963,55123,356456024
122,2,3,2006,55106,773136749
37,1,1,1955,55109,268944744
264,1,3,2006,55123,655666052
137,1,1,1953,55123,658683007
190,2,1,1960,55123,507637821
238,3,2,2023,55123,925315836
269,2,3,1960,55123,860181678
79,2,3,1957,55111,345451271
40,2,2,2008,55107,405138134
185,2,1,1970,55160,607262530
99,3,1,2014,55109,751091940
198,1,3,1973,55106,708982238
97,5,1,1979,55109,692538396
281,1,3,2006,55156,559347944
77,1,3,2022,55107,304763987
213,5,1,1966,55109,735309698
216,2,1,2008,55106,808083542
119,3,1,1980,55126,699158759
168,3,2,2013,55156,790209620
118,1,3,1997,55123,523725516
48,5,1,1972,55109,615237639
183,4,2,2019,55106,572376260
289,2,1,1979,55110,576271718
137,1,3,2004,55106,352086332
88,3,2,1956,55123,514710888
154,5,3,2024,55106,628596740
136,5,1,1961,55126,621232903
274,1,1,2009,55106,552768747
276,4,1,2001,55107,910561704
37,3,2,1976,55156,557309307
170,1,2,1961,55156,525245877
37,4,2,1962,55107,778132565
123,5,2,2021,55106,863363853
68,2,1,2011,55123,317304850
110,3,1,1978,55109,622700130
216,3,1,1984,55156,864694979
113,4,2,2009,55109,829262421
117,1,2,1978,55107,490425856
271,5,1,1980,55199,804275402
122,4,1,2010,55199,472415631
115,2,2,1951,55123,688422915
73,2,3,1982,55199,714109118
166,2,1,2021,55106,695630812
103,4,1,2011,55110,684049574
65,5,1,2008,55199,534822123
130,3,2,1989,55160,796616805
185,1,1,1998,55160,597935539
284,3,1,1981,55160,614755193
200,5,1,1987,55199,646982471
245,3,1,1962,55126,587339789
199,4,1,2003,55123,661021198
281,2,3,1962,55106,804582196
84,5,3,1988,55106,563210045
120,5,1,1972,55111,566518997
130,3,1,1963,55160,583667684
184,4,1,1966,55111,647609093
170,3,1,1973,55111,546016768
202,3,2,2007,55199,557440360
39,5,2,2012,55199,578294115
257,3,2,1983,55126,565564353
294,2,3,2000,55110,817362117
277,3,1,1959,55160,950567746
276,2,2,2021,55199,676024710
184,5,1,1970,55106,559640531
63,4,1,1986,55156,779643568
158,2,3,1956,55107,605584959
189,4,3,1962,55199,784587637
118,4,2,1979,55126,755890728
122,2,2,1980,55107,336572786
270,5,3,1954,55109,1094113412
146,1,3,1981,55107,639696344
123,4,1,1965,55156,413689637
192,4,1,2022,55156,708319038
128,5,2,1971,55126,559366144
142,5,2,2013,55156,820911512
120,3,3,1993,55109,794494288
235,5,2,1989,55123,809425005
46,4,1,1986,55126,454692366
202,2,3,1965,55107,713674000
145,1,1,1992,55107,536088404
210,3,3,2012,55106,688021814
120,2,3,1964,55106,704828374
111,1,1,1993,55109,347053994
143,1,2,1958,55160,376130633
286,1,2,2014,55199,581071952
87,2,2,1993,55126,409565432
183,3,2,1969,55109,631050496
145,3,1,2019,55106,667185199
295,1,3,2023,55106,897881158
232,2,1,1982,55156,429443915
70,1,2,1955,55111,673055399
134,5,2,1980,55110,925871153
222,3,1,2015,55110,737865984
266,4,3,1967,55199,712150035
250,1,1,1977,55199,685939307
97,5,1,2017,55107,552890206
226,3,1,2014,55110,543215883
285,2,3,1994,55106,955365184
168,3,1,2007,55107,753452802
178,2,1,1996,55199,750864372
128,2,2,2015,55110,655533131
105,1,1,2001,55110,272975541
138,1,2,1985,55109,350034708
217,3,2,1950,55106,598191692
228,5,2,1988,55160,675975612
183,3,3,2024,55126,864623308
69,4,2,1950,55110,478045841
162,2,1,2024,55110,591012987
161,2,1,2023,55107,587645755
113,1,2,1963,55160,285538784
271,5,2,2020,55107,725891909
145,1,1,1972,55111,444262360
138,4,2,1992,55109,897699222
250,3,3,1971,55106,662376023
70,3,2,2009,55126,515663076
176,5,3,1976,55123,765527193
141,1,3,2005,55199,775241253
132,1,3,1951,55109,624228130
75,4,2,1988,55110,720987696
224,3,3,2000,55111,962480458
69,1,3,1968,55199,269143331
218,5,2,2011,55156,827721112
193,3,3,2020,55110,637729363
53,4,2,2016,55109,752494016
53,5,1,2012,55199,505412125
33,2,3,1954,55123,440469379
210,4,2,2021,55199,872399074
277,5,1,2010,55156,781988649
145,1,3,2020,55111,523434069
98,2,3,1956,55126,583153118
283,4,2,1999,55199,782854781
210,1,1,1995,55156,412285763
198,2,2,2021,55106,475410834
278,3,3,2023,55106,619307037
217,1,3,1963,55110,776380224
83,5,3,2022,55110,880979311
167,4,3,2018,55160,630475730
197,2,1,2014,55110,556561086
132,1,1,2014,55107,429539123
114,3,2,2006,55123,454005332
241,4,2,2011,55106,686873941
32,4,2,1969,55199,518941873
208,1,3,2024,55107,621224769
67,3,2,1975,55106,703747141
268,2,1,1993,55111,778988479
198,1,2,2016,55111,525623648
59,2,2,2019,55199,290482386
219,4,1,2011,55126,921534362
54,2,1,1994,55123,469256126
141,3,3,1960,55123,775870044
235,5,1,2021,55111,953004027
214,3,1,2023,55126,492330203
76,2,2,1983,55126,336722977
257,1,1,1995,55110,759760704
68,4,3,1981,55123,562980655
45,5,2,2024,55123,460000152
51,1,3,1954,55126,686255550
242,1,1,2012,55111,707651732
178,3,3,1978,55106,479719841
270,2,3,1997,55156,569397017
88,3,1,1965,55123,592879523
231,2,1,1974,55106,435937698
61,3,2,2021,55109,417266390
191,1,2,1978,55109,623568912
284,4,2,2001,55111,1001959598
283,2,1,1995,55126,894181801
38,5,3,1974,55106,476271051
168,5,3,1972,55123,959056683
39,1,2,1983,55110,637925971
243,3,2,2016,55199,858243546
77,3,1,1983,55111,442581372
140,1,3,1981,55111,423554852
182,5,2,1978,55107,670817971
152,5,1,1958,55199,777495242
131,3,2,2015,55123,445912603
270,2,1,2006,55126,866765501
220,4,3,1988,55111,995137601
246,2,1,1956,55106,834063895
80,5,2,2018,55160,875102799
110,2,2,1957,55106,380045711
117,4,3,1967,55107,755366883
223,2,3,1998,55106,518423105
133,2,2,1965,55107,354471832
125,2,2,1970,55126,490953917
227,2,2,1959,55111,631898365
30,1,3,1953,55199,637632063
196,5,2,1993,55111,1000981276
155,4,3,1957,55111,646498715
110,5,2,2004,55110,743380553
280,1,1,1968,55111,669417324
198,1,1,2013,55156,525496406
102,1,2,1989,55109,674866143
170,1,1,2000,55156,608106014
99,2,3,1958,55107,438833230
291,5,1,1979,55106,775978592
274,3,1,2005,55109,549124859
32,4,3,1993,55110,549217203
92,1,1,2008,55110,463072019
78,5,1,1964,55126,716252232
105,1,2,2017,55199,269370853
204,1,3,2019,55107,644747522
138,1,3,2010,55109,549086389
212,1,2,1972,55110,591127825
221,1,2,1996,55109,677291965
94,4,1,1966,55199,494015570
129,5,1,2006,55126,888455778
61,1,1,2003,55106,491765563
157,1,2,2001,55111,609534779
72,1,3,1971,55110,429841905
107,1,1,1988,55109,371306643
299,2,2,1962,55111,629535550
191,2,3,2015,55156,494325779
218,3,2,2001,55160,811407058
276,1,1,1963,55110,823424335
245,3,2,2022,55111,684829349
197,4,2,2023,55110,807763604
222,3,2,2012,55111,818408668
42,5,2,2020,55111,588131947
269,2,3,1977,55106,895555707
176,2,1,1995,55199,694740325
233,1,3,1977,55106,618912172
109,1,2,1951,55107,447985722
72,4,2,1966,55106,488774039
118,4,1,2008,55109,535156068
177,5,1,2001,55160,955482268
124,1,3,1953,55109,760679518
180,1,3,1952,55199,565115884
31,4,1,1986,55107,433763251
51,4,3,1973,55160,574861414
36,4,2,2021,55106,389315339
235,2,2,1984,55160,697563549
143,3,1,1951,55160,628925428
112,3,3,1982,55107,528550591
208,1,2,1959,55111,561192541
239,2,1,2011,55110,544373711
153,4,3,1992,55123,662985818
142,1,2,2018,55106,531073711
41,2,3,2008,55110,697896903
155,5,3,1958,55160,653832255
82,2,3,2009,55156,412548909
169,1,1,2012,55111,357105643
126,3,2,2001,55107,447809602
34,4,1,1972,55160,384183898
86,5,2,1979,55109,873447347
98,2,2,1992,55106,429006079
147,1,1,2017,55107,339362913
88,1,1,1970,55199,457767997
62,4,2,1992,55107,466064404
79,1,2,2022,55107,353214378
48,1,2,1956,55199,630800663
243,4,3,1965,55107,1031283505
226,5,2,1972,55109,653181309
76,3,1,2007,55110,431457320
196,3,1,1980,55110,647067164
170,2,1,2018,55111,386165990
113,5,2,1955,55109,563536581
211,2,2,2014,55110,605733239
108,3,3,2008,55107,807676465
244,4,3,1977,55111,623637453
43,1,1,1967,55156,395601316
244,3,3,1959,55106,944045900
157,5,3,1956,55126,691345856
277,3,1,1986,55107,753225163
58,5,2,1994,55106,457484274
231,5,3,1965,55110,1038185129
86,5,2,1963,55106,762129687
247,2,1,1960,55109,719625444
91,4,1,1983,55110,406146195
186,3,3,2009,55111,877301445
231,4,1,1962,55109,825017483
46,1,1,1988,55160,595631060
35,3,1,1993,55106,657085762
87,4,3,1977,55111,829186748
198,4,3,1989,55126,600822042
111,1,3,1965,55126,650843181
248,5,1,1999,55160,632440244
206,3,2,1977,55160,711354083
233,3,1,2017,55110,819121872
100,1,3,2009,55160,463380208
295,5,2,1961,55123,868825645
127,3,2,1965,55123,762295630
237,3,3,2002,55110,629229251
31,3,2,2003,55106,430244261
153,5,2,1998,55109,625862090
103,1,3,1985,55111,583070795
195,3,2,2011,55126,565401518
51,4,2,1975,55123,564910175
183,5,3,2005,55123,582778091
248,2,2,1971,55109,579705258
186,1,2,2022,55110,434088282
259,4,2,2018,55109,743376112
49,3,2,1998,55126,572501927
70,2,3,1951,55126,576851563
177,1,1,2002,55110,434829084
137,5,1,1956,55110,813364104
113,2,2,1969,55156,646344170
163,2,3,1979,55111,622521922
236,4,3,2024,55111,841008028
295,1,2,2016,55110,693401278
102,4,1,2008,55126,439289300
77,4,2,2015,55110,715746018
262,3,3,1952,55109,697022068
129,5,3,2005,55109,773001839
88,2,1,1966,55199,336670921
287,1,3,2001,55111,881879270
94,5,3,1956,55109,635495443
112,5,3,1954,55126,556014350
183,1,1,2003,55110,359016628
295,5,3,2010,55156,997209769
108,3,2,1965,55109,381672651
179,5,1,2016,55110,687154641
77,3,2,2008,55107,682508283
277,2,2,1996,55111,924080790
127,2,1,1997,55123,312302262
54,4,2,2013,55107,739207528
97,3,1,1999,55156,725236508
36,2,2,1990,55107,449500840
166,5,1,2021,55126,522221411
193,1,3,1971,55199,771453956
112,1,3,2003,55111,673109350
167,3,2,1954,55111,730863014
102,4,3,1966,55109,752633674
266,5,1,1990,55123,898840169
75,3,2,1984,55126,658957130
135,1,3,1989,55160,444714039
291,3,3,1971,55160,949455095
205,5,2,1997,55109,865016529
195,2,3,2002,55107,667105355
174,5,3,1959,55111,961096730
83,2,2,1967,55126,515626147
207,2,3,1998,55123,647396176
273,2,3,2020,55199,750510896
156,3,3,1979,55126,816556244
161,1,3,1968,55199,668319030
122,3,2,2004,55110,397198436
102,1,1,2009,55156,523398252
277,5,1,2021,55107,888115554
72,4,3,1970,55199,647189786
70,5,3,1975,55126,526143062
199,3,1,1977,55160,747615199
241,3,3,1988,55111,731014352
197,1,1,1982,55106,602310858
68,3,2,1989,55199,373706368
274,2,2,1978,55109,488322385
180,3,2,1969,55106,665319472
140,1,2,1969,55126,696185128
76,1,2,2023,55156,236146451
92,2,2,1961,55111,512294086
254,1,1,1974,55111,671613988
98,4,3,1974,55126,844331773
232,5,1,1953,55199,673564687
90,3,2,1953,55126,698084262
190,4,3,1958,55160,772025580
45,3,3,1964,55156,627866476
123,4,2,1975,55111,801102463
167,3,2,2020,55199,858340718
67,2,2,1981,55106,600463958
156,1,2,2001,55106,615862047
193,1,2,1981,55199,756964848
106,2,2,1958,55123,512482768
203,4,3,1962,55199,722752826
120,5,2,2005,55126,598790674
267,4,2,1993,55123,786973353
293,1,3,1979,55106,870099105
208,5,1,1965,55111,657189709
238,3,2,1961,55199,732138870
102,5,3,2023,55156,922198438
136,4,3,2015,55106,608976728
211,2,1,1967,55109,770546939
66,3,2,1962,55156,718502282
166,4,2,1973,55123,665207600
85,3,2,1961,55126,391825358
216,5,3,2009,55109,607318866
287,1,2,2009,55111,611738620
87,4,2,1950,55109,666948074
152,2,2,1992,55123,796622606
217,5,2,2004,55156,650064654
259,4,1,1989,55199,734780581
197,2,1,2013,55107,741760526
143,4,1,1983,55110,785232316
281,5,2,1983,55126,1077062212
136,4,2,1997,55160,829480018
66,3,3,1982,55123,774570427
121,5,3,2017,55156,581862660
47,4,3,1979,55106,799447893
92,1,2,2020,55199,537444620
179,4,1,2020,55156,858686577
168,3,1,1978,55109,490643187
215,2,1,1972,55123,502403248
214,2,2,1983,55109,840239534
234,2,1,1964,55110,620665069
289,1,3,2002,55123,759416412
243,3,3,1966,55126,533206691
285,5,1,2013,55126,957553872
164,2,3,2010,55123,647944083
90,3,1,2006,55109,376501965
117,4,1,1986,55110,613394353
236,1,3,1956,55126,638611303
158,3,3,1957,55109,618335880
32,3,3,2017,55123,339309855
271,5,3,1970,55199,924577943
150,3,1,2010,55107,640455712
131,5,3,2023,55160,705658914
67,1,3,2024,55160,445195120
162,1,2,1978,55199,462703079
231,4,3,1974,55110,972992349
50,5,3,2007,55107,793611621
271,5,1,1963,55199,724707791
138,2,1,2015,55156,516094272
113,2,2,2003,55199,593964841
112,4,3,2016,55156,617624913
98,1,3,1979,55156,312156501
158,2,3,1967,55109,641213273
225,3,3,2003,55156,717606349
169,1,3,1970,55111,677854071
263,3,3,2002,55160,712536548
52,5,2,1965,55106,614649805
182,1,3,1977,55160,694966745
90,4,3,1953,55156,577912497
81,5,3,2004,55156,701178467
182,5,2,1964,55123,915278131
266,3,3,2013,55109,757565505
61,5,2,2014,55123,444306470
84,2,1,1965,55107,328163526
65,1,3,1969,55110,499004326
139,2,2,2013,55110,741176498
206,3,1,1982,55106,498745301
126,3,2,2018,55160,727862683
242,1,2,2018,55156,436821605
166,5,1,2007,55107,651556115
35,4,3,1988,55110,392310128
138,3,3,1985,55126,608610232
64,1,2,2017,55123,298915537
68,4,1,1970,55123,598505848
179,5,3,2012,55110,739010839
147,3,2,1955,55107,735346554
290,1,1,1973,55123,827815961
116,1,2,2002,55123,284461714
105,1,1,1999,55160,503436073
243,3,3,1961,55160,607559884
268,4,3,2005,55110,1027817929
194,1,2,1964,55160,405487037
116,5,3,1989,55160,507685885
170,1,3,1990,55123,683623053
189,4,1,2018,55107,670884104
75,3,3,2018,55156,434132170
141,1,1,1955,55123,605524738
74,1,1,2016,55156,486391527
276,5,2,1982,55156,679960587
133,5,1,1992,55106,867328226
114,1,3,1970,55199,587924966
163,1,1,2014,55110,516679341
137,5,1,1966,55109,662629734
47,4,2,1957,55109,741761574
123,2,3,2013,55110,649701581
179,2,3,1977,55107,864891563
275,1,3,1962,55126,495923456
238,5,1,1962,55160,748285594
155,3,3,1987,55109,503413156
264,3,3,1974,55107,749910203
151,2,1,2011,55156,503227776
167,4,2,1972,55107,550306732
144,2,2,1970,55109,577651420
191,1,1,2003,55109,575656215
230,4,2,2012,55126,892334838
263,3,2,1979,55110,855847568
57,5,2,2024,55111,724760290
40,5,3,2017,55109,593191134
235,1,2,2022,55111,450765225
196,2,3,1981,55123,467340447
276,1,2,2024,55111,518645394
76,5,3,1973,55107,634552798
275,3,1,1956,55111,617569510
156,5,1,2021,55106,907074067
176,4,2,1950,55123,866264351
147,5,3,1952,55126,894076565
181,5,1,1977,55156,752881707
101,4,1,1992,55111,644857593
166,2,1,1995,55199,620577012
204,5,1,1950,55156,658011371
48,1,2,1987,55107,607373838
224,5,3,1984,55106,955636306
204,1,1,2023,55123,396861117
170,4,2,2023,55123,587160094
275,5,1,2003,55123,632987388
122,4,1,1973,55160,776066969
268,4,1,1977,55199,986301124
234,2,1,1971,55110,555310648
77,5,2,1965,55156,625567955
274,1,3,1962,55109,829126650
157,1,2,2011,55111,338666881
46,5,2,1992,55110,697530132
100,2,2,1981,55110,735472882
298,2,1,2016,55109,811289275
36,2,3,2006,55107,360361790
132,1,1,2014,55109,262279986
222,4,2,2018,55123,669207011
270,2,1,1998,55123,820632155
91,1,3,1982,55109,566107667
46,1,3,1968,55199,594419556
200,4,1,1985,55111,693830054
54,5,2,2019,55107,429240547
280,5,1,1964,55109,963279606
282,2,2,1973,55111,838037816
236,2,3,1976,55107,611838850
58,4,1,1998,55199,652931748
146,2,3,2024,55106,635342419
173,4,2,1972,55199,644000927
54,1,2,1982,55109,343241198
185,2,1,1990,55160,643940564
102,1,1,2005,55110,513074425
149,3,1,1978,55110,406954417
122,4,3,1980,55106,664750671
115,3,2,2014,55110,594269999
147,2,2,1967,55106,628033001
262,1,3,1955,55107,817322518
228,2,1,2001,55111,497100650
235,3,1,1989,55123,558603440
176,2,3,2014,55109,788561303
168,5,2,1991,55107,676009560
210,3,2,2017,55156,659113478
59,2,2,1981,55106,319044920
86,1,2,1959,55106,567161509
261,2,3,2018,55111,726494510
175,1,2,1958,55126,660551918
77,5,3,2018,55199,665493030
223,2,1,2010,55199,586899554
253,5,3,1960,55106,1058804621
165,3,2,2017,55126,550445437
51,1,1,2023,55111,267997064
35,3,3,1957,55199,523109442
233,1,3,1998,55160,546671909
268,5,3,1973,55123,860584040
214,4,1,1982,55156,914525280
249,2,3,1968,55156,889802920
145,5,2,1951,55111,888266347
78,1,1,2004,55123,445514655
202,1,1,1960,55126,765068387
111,1,3,1966,55111,694803289
74,1,2,1991,55126,651967919
49,2,1,2010,55199,470714436
250,3,3,1952,55109,965337402
152,4,2,1984,55110,705944240
263,2,3,2015,55156,793297757
250,1,3,1950,55111,815598149
32,2,1,1956,55123,540583097
211,5,1,1969,55109,634584830
235,1,3,1992,55110,518157308
69,4,1,1955,55106,505869054
88,1,1,2004,55109,257412992
91,4,2,1970,55106,467157452
161,4,2,2000,55110,836597615
89,3,3,1995,55106,685011007
151,3,3,1984,55111,871357409
136,2,3,1957,55106,701476988
